TIMESTAMP,DATE,MTU START (EEST),Installed Capacity MW,Max Producable MW (Rated),Availability MW,Max Produceable MW (Available),Availability %,Bid Capacity MW,Day Ahead Planned MW,Metered Production MW,Consumption MW,Net Export MW,Imbalance ,% Imbalance,Imbalance Sale MW,Imbalance Purchase MW
2025-08-01 09:30:00,2025-08-01,2025-08-01 09:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 09:45:00,2025-08-01,2025-08-01 09:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 10:00:00,2025-08-01,2025-08-01 10:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 10:15:00,2025-08-01,2025-08-01 10:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 10:30:00,2025-08-01,2025-08-01 10:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 10:45:00,2025-08-01,2025-08-01 10:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 11:00:00,2025-08-01,2025-08-01 11:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 11:15:00,2025-08-01,2025-08-01 11:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 11:30:00,2025-08-01,2025-08-01 11:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 11:45:00,2025-08-01,2025-08-01 11:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 12:00:00,2025-08-01,2025-08-01 12:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 12:15:00,2025-08-01,2025-08-01 12:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 12:30:00,2025-08-01,2025-08-01 12:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 12:45:00,2025-08-01,2025-08-01 12:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.004,-0.004,DEFICIT,0.0,0.0,0.004
2025-08-01 13:00:00,2025-08-01,2025-08-01 13:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 13:15:00,2025-08-01,2025-08-01 13:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 13:30:00,2025-08-01,2025-08-01 13:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 13:45:00,2025-08-01,2025-08-01 13:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 14:00:00,2025-08-01,2025-08-01 14:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 14:15:00,2025-08-01,2025-08-01 14:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 14:30:00,2025-08-01,2025-08-01 14:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 14:45:00,2025-08-01,2025-08-01 14:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 15:00:00,2025-08-01,2025-08-01 15:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 15:15:00,2025-08-01,2025-08-01 15:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 15:30:00,2025-08-01,2025-08-01 15:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 15:45:00,2025-08-01,2025-08-01 15:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 16:00:00,2025-08-01,2025-08-01 16:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 16:15:00,2025-08-01,2025-08-01 16:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 16:30:00,2025-08-01,2025-08-01 16:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 16:45:00,2025-08-01,2025-08-01 16:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 17:00:00,2025-08-01,2025-08-01 17:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 17:15:00,2025-08-01,2025-08-01 17:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 17:30:00,2025-08-01,2025-08-01 17:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 17:45:00,2025-08-01,2025-08-01 17:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 18:00:00,2025-08-01,2025-08-01 18:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 18:15:00,2025-08-01,2025-08-01 18:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 18:30:00,2025-08-01,2025-08-01 18:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 18:45:00,2025-08-01,2025-08-01 18:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 19:00:00,2025-08-01,2025-08-01 19:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 19:15:00,2025-08-01,2025-08-01 19:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 19:30:00,2025-08-01,2025-08-01 19:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 19:45:00,2025-08-01,2025-08-01 19:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 20:00:00,2025-08-01,2025-08-01 20:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 20:15:00,2025-08-01,2025-08-01 20:15:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 20:30:00,2025-08-01,2025-08-01 20:30:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 20:45:00,2025-08-01,2025-08-01 20:45:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
2025-08-01 21:00:00,2025-08-01,2025-08-01 21:00:00,24.8,24.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,0.0,0.0
